,강수량(mm)
221415,0.0
221416,0.0
221417,0.0
221418,0.0
221419,0.0
221420,0.0
221421,0.0
221422,0.0
221423,0.0
221424,0.0
221425,0.0
221426,0.0
221427,0.0
221428,0.0
221429,0.0
221430,0.0
221431,0.0
221432,0.0
221433,0.0
221434,0.0
221435,0.0
221436,0.0
221437,0.0
221438,0.0
221439,0.0
221440,0.0
221441,0.0
221442,0.0
221443,0.0
221444,0.0
221445,0.0
221446,0.0
221447,0.0
221448,0.0
221449,0.0
221450,0.0
221451,0.0
221452,0.0
221453,0.0
221454,0.0
221455,0.0
221456,0.0
221457,0.0
221458,0.0
221459,0.0
221460,0.0
221461,0.0
221462,0.0
221463,0.0
221464,0.0
221465,0.0
221466,0.0
221467,0.0
221468,0.0
221469,0.0
221470,0.0
221471,0.0
221472,0.0
221473,0.0
221474,0.0
221475,0.0
221476,0.0
221477,0.0
221478,0.0
221479,0.0
221480,0.0
221481,0.0
221482,0.0
221483,0.0
221484,0.0
221485,0.0
221486,0.0
221487,0.0
221488,0.0
221489,0.0
221490,0.0
221491,0.0
221492,0.0
221493,0.0
221494,0.0
221495,0.0
221496,0.0
221497,0.0
221498,0.0
221499,0.0
221500,0.0
221501,0.0
221502,0.0
221503,0.0
221504,0.0
221505,0.0
221506,0.0
221507,0.0
221508,0.0
221509,0.0
221510,0.0
221511,0.0
221512,0.0
221513,0.0
221514,0.0
221515,0.0
221516,0.0
221517,0.0
221518,0.0
221519,0.0
221520,0.0
221521,0.0
221522,0.0
221523,0.0
221524,0.0
221525,0.0
221526,0.0
221527,0.0
221528,0.0
221529,0.0
221530,0.0
221531,0.0
221532,0.0
221533,0.0
221534,0.0
221535,0.0
221536,0.0
221537,0.0
221538,0.0
221539,0.0
221540,0.0
221541,0.0
221542,0.0
221543,0.0
221544,0.0
221545,0.0
221546,0.0
221547,0.0
221548,0.0
221549,0.0
221550,0.0
221551,0.0
221552,0.0
221553,0.0
221554,0.0
221555,0.0
221556,0.0
221557,0.0
221558,0.0
221559,0.0
221560,0.0
221561,0.0
221562,0.0
221563,0.0
221564,0.0
221565,0.0
221566,0.0
221567,0.0
221568,0.0
221569,0.0
221570,0.0
221571,0.0
221572,0.0
221573,0.0
221574,0.0
221575,0.0
221576,0.0
221577,0.0
221578,0.0
221579,0.0
221580,0.0
221581,0.0
221582,0.0
221583,0.0
221584,0.0
221585,0.0
221586,0.0
221587,0.0
221588,0.0
221589,0.0
221590,0.0
221591,0.0
221592,0.0
221593,0.0
221594,0.0
221595,0.0
221596,0.0
221597,0.0
221598,0.0
221599,0.0
221600,0.0
221601,0.0
221602,0.0
221603,0.0
221604,0.0
221605,0.0
221606,0.0
221607,0.0
221608,0.0
221609,0.0
221610,0.0
221611,0.0
221612,0.0
221613,0.0
221614,0.0
221615,0.0
221616,0.0
221617,0.0
221618,0.0
221619,0.0
221620,0.0
221621,0.0
221622,0.0
221623,0.0
221624,0.0
221625,0.0
221626,0.0
221627,0.0
221628,0.0
221629,0.0
221630,0.0
221631,0.0
221632,0.0
221633,0.0
221634,0.0
221635,0.0
221636,0.0
221637,0.0
221638,0.0
221639,0.0
221640,0.0
221641,0.0
221642,0.0
221643,0.0
221644,0.0
221645,0.0
221646,0.0
221647,0.0
221648,0.0
221649,0.0
221650,0.0
221651,0.0
221652,0.0
221653,0.0
221654,0.0
221655,0.0
221656,0.0
221657,0.0
221658,0.0
221659,0.0
221660,0.0
221661,0.0
221662,0.0
221663,0.0
221664,0.0
221665,0.0
221666,0.0
221667,0.0
221668,0.0
221669,0.0
221670,0.0
221671,0.0
221672,0.0
221673,0.0
221674,0.0
221675,0.0
221676,0.0
221677,0.0
221678,0.0
221679,0.0
221680,0.0
221681,0.0
221682,0.0
221683,0.0
221684,0.0
221685,0.0
221686,0.0
221687,0.0
221688,0.0
221689,0.0
221690,0.0
221691,0.0
221692,0.0
221693,0.0
221694,0.0
221695,0.0
221696,0.0
221697,0.0
221698,0.0
221699,0.0
221700,0.0
221701,0.0
221702,0.0
221703,0.0
221704,0.0
221705,0.0
221706,0.0
221707,0.0
221708,0.0
221709,0.0
221710,0.0
221711,0.0
221712,0.0
221713,0.0
221714,0.0
221715,0.0
221716,0.0
221717,0.0
221718,0.0
221719,0.0
221720,0.0
221721,0.0
221722,0.0
221723,0.0
221724,0.0
221725,0.0
221726,0.0
221727,0.0
221728,0.0
221729,0.0
221730,0.0
221731,0.0
221732,0.0
221733,0.0
221734,0.0
221735,0.0
221736,0.0
221737,0.0
221738,0.0
221739,0.0
221740,0.0
221741,0.0
221742,0.0
221743,0.0
221744,0.0
221745,0.0
221746,0.0
221747,0.0
221748,0.0
221749,0.0
221750,0.0
221751,0.0
221752,0.0
221753,0.0
221754,0.0
221755,0.0
221756,0.0
221757,0.0
221758,0.0
221759,0.0
221760,0.0
221761,0.0
221762,0.0
221763,0.0
221764,0.0
221765,0.0
221766,0.0
221767,0.0
221768,0.0
221769,0.0
221770,0.0
221771,0.0
221772,0.0
221773,0.0
221774,0.0
221775,0.0
221776,0.0
221777,0.0
221778,0.0
221779,0.0
221780,0.0
221781,0.0
221782,0.0
221783,0.0
221784,0.0
221785,0.0
221786,0.0
221787,0.0
221788,0.0
221789,0.0
221790,0.0
221791,0.0
221792,0.0
221793,0.0
221794,0.0
221795,0.0
221796,0.0
221797,0.0
221798,0.0
221799,0.0
221800,0.0
221801,0.0
221802,0.0
221803,0.0
221804,0.0
221805,0.0
221806,0.0
221807,0.0
221808,0.0
221809,0.0
221810,0.0
221811,0.0
221812,0.0
221813,0.0
221814,0.0
221815,0.0
221816,0.0
221817,0.0
221818,0.0
221819,0.0
221820,0.0
221821,0.0
221822,0.0
221823,0.0
221824,0.0
221825,0.0
221826,0.0
221827,0.0
221828,0.0
221829,0.0
221830,0.0
221831,0.0
221832,0.0
221833,0.0
221834,0.0
221835,0.0
221836,0.0
221837,0.0
221838,0.0
221839,0.0
221840,0.0
221841,0.0
221842,0.0
221843,0.0
221844,0.0
221845,0.0
221846,0.0
221847,0.0
221848,0.0
221849,0.0
221850,0.0
221851,0.0
221852,0.0
221853,0.0
221854,0.0
221855,0.0
221856,0.0
221857,0.0
221858,0.0
221859,0.0
221860,0.0
221861,0.0
221862,0.0
221863,0.0
221864,0.0
221865,0.0
221866,0.0
221867,0.0
221868,0.0
221869,0.0
221870,0.0
221871,0.0
221872,0.0
221873,0.0
221874,0.0
221875,0.0
221876,0.0
221877,0.0
221878,0.0
221879,0.0
221880,0.0
221881,0.0
221882,0.0
221883,0.0
221884,0.0
221885,0.0
221886,0.0
221887,0.0
221888,0.0
221889,0.0
221890,0.0
221891,0.0
221892,0.0
221893,0.0
221894,0.0
221895,0.0
221896,0.0
221897,0.0
221898,0.0
221899,0.0
221900,0.0
221901,0.0
221902,0.0
221903,0.0
221904,0.0
221905,0.0
221906,0.0
221907,0.0
221908,0.0
221909,0.0
221910,0.0
221911,0.0
221912,0.0
221913,0.0
221914,0.0
221915,0.0
221916,0.0
221917,0.0
221918,0.0
221919,0.0
221920,0.0
221921,0.0
221922,0.0
221923,0.0
221924,0.0
221925,0.0
221926,0.0
221927,0.0
221928,0.0
221929,0.0
221930,0.0
221931,0.0
221932,0.0
221933,0.0
221934,0.0
221935,0.0
221936,0.0
221937,0.0
221938,0.0
221939,0.0
221940,0.0
221941,0.0
221942,0.0
221943,0.0
221944,0.0
221945,0.0
221946,0.0
221947,0.0
221948,0.0
221949,0.0
221950,0.0
221951,0.0
221952,0.0
221953,0.0
221954,0.0
221955,0.0
221956,0.0
221957,0.0
221958,0.0
221959,0.0
221960,0.0
221961,0.0
221962,0.0
221963,0.0
221964,0.0
221965,0.0
221966,0.0
221967,0.0
221968,0.0
221969,0.0
221970,0.0
221971,0.0
221972,0.0
221973,0.0
221974,0.0
221975,0.0
221976,0.0
221977,0.0
221978,0.0
221979,0.0
221980,0.0
221981,0.0
221982,0.0
221983,0.0
221984,0.0
221985,0.0
221986,0.0
221987,0.0
221988,0.0
221989,0.0
221990,0.0
221991,0.0
221992,0.0
221993,0.0
221994,0.0
221995,0.0
221996,0.0
221997,0.0
221998,0.0
221999,0.0
222000,0.0
222001,0.0
222002,0.0
222003,0.0
222004,0.0
222005,0.0
222006,0.0
222007,0.0
222008,0.0
222009,0.0
222010,0.0
222011,0.0
222012,0.0
222013,0.0
222014,0.0
222015,0.0
222016,0.0
222017,0.0
222018,0.0
222019,0.0
222020,0.0
222021,0.0
222022,0.0
222023,0.0
222024,0.0
222025,0.0
222026,0.0
222027,0.0
222028,0.0
222029,0.0
222030,0.0
222031,0.0
222032,0.0
222033,0.0
222034,0.0
222035,0.0
222036,0.0
222037,0.0
222038,0.0
222039,0.0
222040,0.0
222041,0.0
222042,0.0
222043,0.0
222044,0.0
222045,0.0
222046,0.0
222047,0.0
222048,2.2
222049,2.2
222050,2.2
222051,2.2
222052,2.2
222053,2.2
222054,2.2
222055,2.2
222056,2.2
222057,2.2
222058,2.2
222059,2.2
222060,2.2
222061,2.2
222062,2.2
222063,2.2
222064,2.2
222065,2.2
222066,2.2
222067,2.2
222068,2.2
222069,2.2
222070,2.2
222071,2.2
222072,2.2
222073,2.2
222074,2.2
222075,2.2
222076,2.2
222077,2.2
222078,2.2
222079,2.2
222080,2.2
222081,2.2
222082,2.2
222083,2.2
222084,2.2
222085,2.2
222086,2.2
222087,2.2
222088,2.2
222089,2.2
222090,2.2
222091,2.2
222092,2.2
222093,2.2
222094,2.2
222095,2.2
222096,2.2
222097,2.2
222098,2.2
222099,2.2
222100,2.2
222101,2.2
222102,2.2
222103,2.2
222104,2.2
222105,2.2
222106,2.2
222107,2.2
222108,2.2
222109,2.2
222110,2.2
222111,2.2
222112,2.2
222113,2.2
222114,2.2
222115,2.2
222116,2.2
222117,2.2
222118,2.2
222119,2.2
222120,2.2
222121,2.2
222122,2.2
222123,2.2
222124,2.2
222125,2.2
222126,2.2
222127,2.2
222128,2.2
222129,2.2
222130,2.2
222131,2.2
222132,2.2
222133,2.2
222134,2.2
222135,2.2
222136,2.2
222137,2.2
222138,2.2
222139,2.2
222140,2.2
222141,2.2
222142,2.2
222143,2.2
222144,2.2
222145,2.2
222146,2.2
222147,2.2
222148,2.2
222149,2.2
222150,2.2
222151,2.2
222152,2.2
222153,2.2
222154,2.2
222155,2.2
222156,2.2
222157,2.2
222158,2.2
222159,2.2
222160,2.2
222161,2.2
222162,2.2
222163,2.2
222164,2.2
222165,2.2
222166,2.2
222167,2.2
222168,2.2
222169,2.2
222170,2.2
222171,2.2
222172,2.2
222173,2.2
222174,2.2
222175,2.2
222176,2.2
222177,2.2
222178,2.2
222179,2.2
222180,2.2
222181,2.2
222182,2.2
222183,2.2
222184,2.2
222185,2.2
222186,2.2
222187,2.2
222188,2.2
222189,2.2
222190,2.2
222191,2.2
222192,0.0
222193,0.0
222194,0.0
222195,0.0
222196,0.0
222197,0.0
222198,0.0
222199,0.0
222200,0.0
222201,0.0
222202,0.0
222203,0.0
222204,0.0
222205,0.0
222206,0.0
222207,0.0
222208,0.0
222209,0.0
222210,0.0
222211,0.0
222212,0.0
222213,0.0
222214,0.0
222215,0.0
222216,0.0
222217,0.0
222218,0.0
222219,0.0
222220,0.0
222221,0.0
222222,0.0
222223,0.0
222224,0.0
222225,0.0
222226,0.0
222227,0.0
222228,0.0
222229,0.0
222230,0.0
222231,0.0
222232,0.0
222233,0.0
222234,0.0
222235,0.0
222236,0.0
222237,0.0
222238,0.0
222239,0.0
222240,0.0
222241,0.0
222242,0.0
222243,0.0
222244,0.0
222245,0.0
222246,0.0
222247,0.0
222248,0.0
222249,0.0
222250,0.0
222251,0.0
222252,0.0
222253,0.0
222254,0.0
222255,0.0
222256,0.0
222257,0.0
222258,0.0
222259,0.0
222260,0.0
222261,0.0
222262,0.0
222263,0.0
222264,0.0
222265,0.0
222266,0.0
222267,0.0
222268,0.0
222269,0.0
222270,0.0
222271,0.0
222272,0.0
222273,0.0
222274,0.0
222275,0.0
222276,0.0
222277,0.0
222278,0.0
222279,0.0
222280,0.0
222281,0.0
222282,0.0
222283,0.0
222284,0.0
222285,0.0
222286,0.0
222287,0.0
222288,0.0
222289,0.0
222290,0.0
222291,0.0
222292,0.0
222293,0.0
222294,0.0
222295,0.0
222296,0.0
222297,0.0
222298,0.0
222299,0.0
222300,0.0
222301,0.0
222302,0.0
222303,0.0
222304,0.0
222305,0.0
222306,0.0
222307,0.0
222308,0.0
222309,0.0
222310,0.0
222311,0.0
222312,0.0
222313,0.0
222314,0.0
222315,0.0
222316,0.0
222317,0.0
222318,0.0
222319,0.0
222320,0.0
222321,0.0
222322,0.0
222323,0.0
222324,0.0
222325,0.0
222326,0.0
222327,0.0
222328,0.0
222329,0.0
222330,0.0
222331,0.0
222332,0.0
222333,0.0
222334,0.0
222335,0.0
222336,2.9
222337,2.9
222338,2.9
222339,2.9
222340,2.9
222341,2.9
222342,2.9
222343,2.9
222344,2.9
222345,2.9
222346,2.9
222347,2.9
222348,2.9
222349,2.9
222350,2.9
222351,2.9
222352,2.9
222353,2.9
222354,2.9
222355,2.9
222356,2.9
222357,2.9
222358,2.9
222359,2.9
222360,2.9
222361,2.9
222362,2.9
222363,2.9
222364,2.9
222365,2.9
222366,2.9
222367,2.9
222368,2.9
222369,2.9
222370,2.9
222371,2.9
222372,2.9
222373,2.9
222374,2.9
222375,2.9
222376,2.9
222377,2.9
222378,2.9
222379,2.9
222380,2.9
222381,2.9
222382,2.9
222383,2.9
222384,2.9
222385,2.9
222386,2.9
222387,2.9
222388,2.9
222389,2.9
222390,2.9
222391,2.9
222392,2.9
222393,2.9
222394,2.9
222395,2.9
222396,2.9
222397,2.9
222398,2.9
222399,2.9
222400,2.9
222401,2.9
222402,2.9
222403,2.9
222404,2.9
222405,2.9
222406,2.9
222407,2.9
222408,2.9
222409,2.9
222410,2.9
222411,2.9
222412,2.9
222413,2.9
222414,2.9
222415,2.9
222416,2.9
222417,2.9
222418,2.9
222419,2.9
222420,2.9
222421,2.9
222422,2.9
222423,2.9
222424,2.9
222425,2.9
222426,2.9
222427,2.9
222428,2.9
222429,2.9
222430,2.9
222431,2.9
222432,2.9
222433,2.9
222434,2.9
222435,2.9
222436,2.9
222437,2.9
222438,2.9
222439,2.9
222440,2.9
222441,2.9
222442,2.9
222443,2.9
222444,2.9
222445,2.9
222446,2.9
222447,2.9
222448,2.9
222449,2.9
222450,2.9
222451,2.9
222452,2.9
222453,2.9
222454,2.9
222455,2.9
222456,2.9
222457,2.9
222458,2.9
222459,2.9
222460,2.9
222461,2.9
222462,2.9
222463,2.9
222464,2.9
222465,2.9
222466,2.9
222467,2.9
222468,2.9
222469,2.9
222470,2.9
222471,2.9
222472,2.9
222473,2.9
222474,2.9
222475,2.9
222476,2.9
222477,2.9
222478,2.9
222479,2.9
222480,47.6
222481,47.6
222482,47.6
222483,47.6
222484,47.6
222485,47.6
222486,47.6
222487,47.6
222488,47.6
222489,47.6
222490,47.6
222491,47.6
222492,47.6
222493,47.6
222494,47.6
222495,47.6
222496,47.6
222497,47.6
222498,47.6
222499,47.6
222500,47.6
222501,47.6
222502,47.6
222503,47.6
222504,47.6
222505,47.6
222506,47.6
222507,47.6
222508,47.6
222509,47.6
222510,47.6
222511,47.6
222512,47.6
222513,47.6
222514,47.6
222515,47.6
222516,47.6
222517,47.6
222518,47.6
222519,47.6
222520,47.6
222521,47.6
222522,47.6
222523,47.6
222524,47.6
222525,47.6
222526,47.6
222527,47.6
222528,47.6
222529,47.6
222530,47.6
222531,47.6
222532,47.6
222533,47.6
222534,47.6
222535,47.6
222536,47.6
222537,47.6
222538,47.6
222539,47.6
222540,47.6
222541,47.6
222542,47.6
222543,47.6
222544,47.6
222545,47.6
222546,47.6
222547,47.6
222548,47.6
222549,47.6
222550,47.6
222551,47.6
222552,47.6
222553,47.6
222554,47.6
222555,47.6
222556,47.6
222557,47.6
222558,47.6
222559,47.6
222560,47.6
222561,47.6
222562,47.6
222563,47.6
222564,47.6
222565,47.6
222566,47.6
222567,47.6
222568,47.6
222569,47.6
222570,47.6
222571,47.6
222572,47.6
222573,47.6
222574,47.6
222575,47.6
222576,47.6
222577,47.6
222578,47.6
222579,47.6
222580,47.6
222581,47.6
222582,47.6
222583,47.6
222584,47.6
222585,47.6
222586,47.6
222587,47.6
222588,47.6
222589,47.6
222590,47.6
222591,47.6
222592,47.6
222593,47.6
222594,47.6
222595,47.6
222596,47.6
222597,47.6
222598,47.6
222599,47.6
222600,47.6
222601,47.6
222602,47.6
222603,47.6
222604,47.6
222605,47.6
222606,47.6
222607,47.6
222608,47.6
222609,47.6
222610,47.6
222611,47.6
222612,47.6
222613,47.6
222614,47.6
222615,47.6
222616,47.6
222617,47.6
222618,47.6
222619,47.6
222620,47.6
222621,47.6
222622,47.6
222623,47.6
222624,11.5
222625,11.5
222626,11.5
222627,11.5
222628,11.5
222629,11.5
222630,11.5
222631,11.5
222632,11.5
222633,11.5
222634,11.5
222635,11.5
222636,11.5
222637,11.5
222638,11.5
222639,11.5
222640,11.5
222641,11.5
222642,11.5
222643,11.5
222644,11.5
222645,11.5
222646,11.5
222647,11.5
222648,11.5
222649,11.5
222650,11.5
222651,11.5
222652,11.5
222653,11.5
222654,11.5
222655,11.5
222656,11.5
222657,11.5
222658,11.5
222659,11.5
222660,11.5
222661,11.5
222662,11.5
222663,11.5
222664,11.5
222665,11.5
222666,11.5
222667,11.5
222668,11.5
222669,11.5
222670,11.5
222671,11.5
222672,11.5
222673,11.5
222674,11.5
222675,11.5
222676,11.5
222677,11.5
222678,11.5
222679,11.5
222680,11.5
222681,11.5
222682,11.5
222683,11.5
222684,11.5
222685,11.5
222686,11.5
222687,11.5
222688,11.5
222689,11.5
222690,11.5
222691,11.5
222692,11.5
222693,11.5
222694,11.5
222695,11.5
222696,11.5
222697,11.5
222698,11.5
222699,11.5
222700,11.5
222701,11.5
222702,11.5
222703,11.5
222704,11.5
222705,11.5
222706,11.5
222707,11.5
222708,11.5
222709,11.5
222710,11.5
222711,11.5
222712,11.5
222713,11.5
222714,11.5
222715,11.5
222716,11.5
222717,11.5
222718,11.5
222719,11.5
222720,11.5
222721,11.5
222722,11.5
222723,11.5
222724,11.5
222725,11.5
222726,11.5
222727,11.5
222728,11.5
222729,11.5
222730,11.5
222731,11.5
222732,11.5
222733,11.5
222734,11.5
222735,11.5
222736,11.5
222737,11.5
222738,11.5
222739,11.5
222740,11.5
222741,11.5
222742,11.5
222743,11.5
222744,11.5
222745,11.5
222746,11.5
222747,11.5
222748,11.5
222749,11.5
222750,11.5
222751,11.5
222752,11.5
222753,11.5
222754,11.5
222755,11.5
222756,11.5
222757,11.5
222758,11.5
222759,11.5
222760,11.5
222761,11.5
222762,11.5
222763,11.5
222764,11.5
222765,11.5
222766,11.5
222767,11.5
222768,0.0
222769,0.0
222770,0.0
222771,0.0
222772,0.0
222773,0.0
222774,0.0
222775,0.0
222776,0.0
222777,0.0
222778,0.0
222779,0.0
222780,0.0
222781,0.0
222782,0.0
222783,0.0
222784,0.0
222785,0.0
222786,0.0
222787,0.0
222788,0.0
222789,0.0
222790,0.0
222791,0.0
222792,0.0
222793,0.0
222794,0.0
222795,0.0
222796,0.0
222797,0.0
222798,0.0
222799,0.0
222800,0.0
222801,0.0
222802,0.0
222803,0.0
222804,0.0
222805,0.0
222806,0.0
222807,0.0
222808,0.0
222809,0.0
222810,0.0
222811,0.0
222812,0.0
222813,0.0
222814,0.0
222815,0.0
222816,0.0
222817,0.0
222818,0.0
222819,0.0
222820,0.0
222821,0.0
222822,0.0
222823,0.0
222824,0.0
222825,0.0
222826,0.0
222827,0.0
222828,0.0
222829,0.0
222830,0.0
222831,0.0
222832,0.0
222833,0.0
222834,0.0
222835,0.0
222836,0.0
222837,0.0
222838,0.0
222839,0.0
222840,0.0
222841,0.0
222842,0.0
222843,0.0
222844,0.0
222845,0.0
222846,0.0
222847,0.0
222848,0.0
222849,0.0
222850,0.0
222851,0.0
222852,0.0
222853,0.0
222854,0.0
222855,0.0
222856,0.0
222857,0.0
222858,0.0
222859,0.0
222860,0.0
222861,0.0
222862,0.0
222863,0.0
222864,0.0
222865,0.0
222866,0.0
222867,0.0
222868,0.0
222869,0.0
222870,0.0
222871,0.0
222872,0.0
222873,0.0
222874,0.0
222875,0.0
222876,0.0
222877,0.0
222878,0.0
222879,0.0
222880,0.0
222881,0.0
222882,0.0
222883,0.0
222884,0.0
222885,0.0
222886,0.0
222887,0.0
222888,0.0
222889,0.0
222890,0.0
222891,0.0
222892,0.0
222893,0.0
222894,0.0
222895,0.0
222896,0.0
222897,0.0
222898,0.0
222899,0.0
222900,0.0
222901,0.0
222902,0.0
222903,0.0
222904,0.0
222905,0.0
222906,0.0
222907,0.0
222908,0.0
222909,0.0
222910,0.0
222911,0.0
222912,0.0
222913,0.0
222914,0.0
222915,0.0
222916,0.0
222917,0.0
222918,0.0
222919,0.0
222920,0.0
222921,0.0
222922,0.0
222923,0.0
222924,0.0
222925,0.0
222926,0.0
222927,0.0
222928,0.0
222929,0.0
222930,0.0
222931,0.0
222932,0.0
222933,0.0
222934,0.0
222935,0.0
222936,0.0
222937,0.0
222938,0.0
222939,0.0
222940,0.0
222941,0.0
222942,0.0
222943,0.0
222944,0.0
222945,0.0
222946,0.0
222947,0.0
222948,0.0
222949,0.0
222950,0.0
222951,0.0
222952,0.0
222953,0.0
222954,0.0
222955,0.0
222956,0.0
222957,0.0
222958,0.0
222959,0.0
222960,0.0
222961,0.0
222962,0.0
222963,0.0
222964,0.0
222965,0.0
222966,0.0
222967,0.0
222968,0.0
222969,0.0
222970,0.0
222971,0.0
222972,0.0
222973,0.0
222974,0.0
222975,0.0
222976,0.0
222977,0.0
222978,0.0
222979,0.0
222980,0.0
222981,0.0
222982,0.0
222983,0.0
222984,0.0
222985,0.0
222986,0.0
222987,0.0
222988,0.0
222989,0.0
222990,0.0
222991,0.0
222992,0.0
222993,0.0
222994,0.0
222995,0.0
222996,0.0
222997,0.0
222998,0.0
222999,0.0
223000,0.0
223001,0.0
223002,0.0
223003,0.0
223004,0.0
223005,0.0
223006,0.0
223007,0.0
223008,0.0
223009,0.0
223010,0.0
223011,0.0
223012,0.0
223013,0.0
223014,0.0
223015,0.0
223016,0.0
223017,0.0
223018,0.0
223019,0.0
223020,0.0
223021,0.0
223022,0.0
223023,0.0
223024,0.0
223025,0.0
223026,0.0
223027,0.0
223028,0.0
223029,0.0
223030,0.0
223031,0.0
223032,0.0
223033,0.0
223034,0.0
223035,0.0
223036,0.0
223037,0.0
223038,0.0
223039,0.0
223040,0.0
223041,0.0
223042,0.0
223043,0.0
223044,0.0
223045,0.0
223046,0.0
223047,0.0
223048,0.0
223049,0.0
223050,0.0
223051,0.0
223052,0.0
223053,0.0
223054,0.0
223055,0.0
223056,0.0
223057,0.0
223058,0.0
223059,0.0
223060,0.0
223061,0.0
223062,0.0
223063,0.0
223064,0.0
223065,0.0
223066,0.0
223067,0.0
223068,0.0
223069,0.0
223070,0.0
223071,0.0
223072,0.0
223073,0.0
223074,0.0
223075,0.0
223076,0.0
223077,0.0
223078,0.0
223079,0.0
223080,0.0
223081,0.0
223082,0.0
223083,0.0
223084,0.0
223085,0.0
223086,0.0
223087,0.0
223088,0.0
223089,0.0
223090,0.0
223091,0.0
223092,0.0
223093,0.0
223094,0.0
223095,0.0
223096,0.0
223097,0.0
223098,0.0
223099,0.0
223100,0.0
223101,0.0
223102,0.0
223103,0.0
223104,0.0
223105,0.0
223106,0.0
223107,0.0
223108,0.0
223109,0.0
223110,0.0
223111,0.0
223112,0.0
223113,0.0
223114,0.0
223115,0.0
223116,0.0
223117,0.0
223118,0.0
223119,0.0
223120,0.0
223121,0.0
223122,0.0
223123,0.0
223124,0.0
223125,0.0
223126,0.0
223127,0.0
223128,0.0
223129,0.0
223130,0.0
223131,0.0
223132,0.0
223133,0.0
223134,0.0
223135,0.0
223136,0.0
223137,0.0
223138,0.0
223139,0.0
223140,0.0
223141,0.0
223142,0.0
223143,0.0
223144,0.0
223145,0.0
223146,0.0
223147,0.0
223148,0.0
223149,0.0
223150,0.0
223151,0.0
223152,0.0
223153,0.0
223154,0.0
223155,0.0
223156,0.0
223157,0.0
223158,0.0
223159,0.0
223160,0.0
223161,0.0
223162,0.0
223163,0.0
223164,0.0
223165,0.0
223166,0.0
223167,0.0
223168,0.0
223169,0.0
223170,0.0
223171,0.0
223172,0.0
223173,0.0
223174,0.0
223175,0.0
223176,0.0
223177,0.0
223178,0.0
223179,0.0
223180,0.0
223181,0.0
223182,0.0
223183,0.0
223184,0.0
223185,0.0
223186,0.0
223187,0.0
223188,0.0
223189,0.0
223190,0.0
223191,0.0
223192,0.0
223193,0.0
223194,0.0
223195,0.0
223196,0.0
223197,0.0
223198,0.0
223199,0.0
223200,0.0
223201,0.0
223202,0.0
223203,0.0
223204,0.0
223205,0.0
223206,0.0
223207,0.0
223208,0.0
223209,0.0
223210,0.0
223211,0.0
223212,0.0
223213,0.0
223214,0.0
223215,0.0
223216,0.0
223217,0.0
223218,0.0
223219,0.0
223220,0.0
223221,0.0
223222,0.0
223223,0.0
223224,0.0
223225,0.0
223226,0.0
223227,0.0
223228,0.0
223229,0.0
223230,0.0
223231,0.0
223232,0.0
223233,0.0
223234,0.0
223235,0.0
223236,0.0
223237,0.0
223238,0.0
223239,0.0
223240,0.0
223241,0.0
223242,0.0
223243,0.0
223244,0.0
223245,0.0
223246,0.0
223247,0.0
223248,0.0
223249,0.0
223250,0.0
223251,0.0
223252,0.0
223253,0.0
223254,0.0
223255,0.0
223256,0.0
223257,0.0
223258,0.0
223259,0.0
223260,0.0
223261,0.0
223262,0.0
223263,0.0
223264,0.0
223265,0.0
223266,0.0
223267,0.0
223268,0.0
223269,0.0
223270,0.0
223271,0.0
223272,0.0
223273,0.0
223274,0.0
223275,0.0
223276,0.0
223277,0.0
223278,0.0
223279,0.0
223280,0.0
223281,0.0
223282,0.0
223283,0.0
223284,0.0
223285,0.0
223286,0.0
223287,0.0
223288,0.0
223289,0.0
223290,0.0
223291,0.0
223292,0.0
223293,0.0
223294,0.0
223295,0.0
223296,0.0
223297,0.0
223298,0.0
223299,0.0
223300,0.0
223301,0.0
223302,0.0
223303,0.0
223304,0.0
223305,0.0
223306,0.0
223307,0.0
223308,0.0
223309,0.0
223310,0.0
223311,0.0
223312,0.0
223313,0.0
223314,0.0
223315,0.0
223316,0.0
223317,0.0
223318,0.0
223319,0.0
223320,0.0
223321,0.0
223322,0.0
223323,0.0
223324,0.0
223325,0.0
223326,0.0
223327,0.0
223328,0.0
223329,0.0
223330,0.0
223331,0.0
223332,0.0
223333,0.0
223334,0.0
223335,0.0
223336,0.0
223337,0.0
223338,0.0
223339,0.0
223340,0.0
223341,0.0
223342,0.0
223343,0.0
223344,29.1
223345,29.1
223346,29.1
223347,29.1
223348,29.1
223349,29.1
223350,29.1
223351,29.1
223352,29.1
223353,29.1
223354,29.1
223355,29.1
223356,29.1
223357,29.1
223358,29.1
223359,29.1
223360,29.1
223361,29.1
223362,29.1
223363,29.1
223364,29.1
223365,29.1
223366,29.1
223367,29.1
223368,29.1
223369,29.1
223370,29.1
223371,29.1
223372,29.1
223373,29.1
223374,29.1
223375,29.1
223376,29.1
223377,29.1
223378,29.1
223379,29.1
223380,29.1
223381,29.1
223382,29.1
223383,29.1
223384,29.1
223385,29.1
223386,29.1
223387,29.1
223388,29.1
223389,29.1
223390,29.1
223391,29.1
223392,29.1
223393,29.1
223394,29.1
223395,29.1
223396,29.1
223397,29.1
223398,29.1
223399,29.1
223400,29.1
223401,29.1
223402,29.1
223403,29.1
223404,29.1
223405,29.1
223406,29.1
223407,29.1
223408,29.1
223409,29.1
223410,29.1
223411,29.1
223412,29.1
